End Date of MMWR Week,Respiratory Illness,Age Group,Weekly Count ED Visits,as_of
2025-04-05,Combined,05-11 Years,6093,2025-08-15
2025-04-05,Combined,12-17 Years,3226,2025-08-15
2025-04-05,Combined,18-64 Years,20545,2025-08-15
2025-04-05,Combined,65+ Years,10661,2025-08-15
2025-04-12,COVID-19,All Ages,13160,2025-08-15
2025-04-12,COVID-19,00-01 Years,1373,2025-08-15
2025-04-12,COVID-19,02-04 Years,311,2025-08-15
2025-04-12,COVID-19,05-11 Years,414,2025-08-15
2025-04-12,COVID-19,12-17 Years,379,2025-08-15
2025-04-12,COVID-19,18-64 Years,5856,2025-08-15
2025-04-12,COVID-19,65+ Years,4827,2025-08-15
2025-04-12,Influenza,All Ages,21938,2025-08-15
2025-04-12,Influenza,00-01 Years,1424,2025-08-15
2025-04-12,Influenza,02-04 Years,1748,2025-08-15
2025-04-12,Influenza,05-11 Years,4405,2025-08-15
2025-04-12,Influenza,12-17 Years,2078,2025-08-15
2025-04-12,Influenza,18-64 Years,9512,2025-08-15
2025-04-12,Influenza,65+ Years,2771,2025-08-15
2025-04-12,RSV,All Ages,3702,2025-08-15
2025-04-12,RSV,00-01 Years,1413,2025-08-15
2025-04-12,RSV,02-04 Years,554,2025-08-15
2025-04-12,RSV,05-11 Years,169,2025-08-15
2025-04-12,RSV,12-17 Years,61,2025-08-15
2025-04-12,RSV,18-64 Years,709,2025-08-15
2025-04-12,RSV,65+ Years,796,2025-08-15
2025-04-12,Combined,All Ages,38800,2025-08-15
2025-04-12,Combined,00-01 Years,4210,2025-08-15
2025-04-12,Combined,02-04 Years,2613,2025-08-15
2025-04-12,Combined,05-11 Years,4988,2025-08-15
2025-04-12,Combined,12-17 Years,2518,2025-08-15
2025-04-12,Combined,18-64 Years,16077,2025-08-15
2025-04-12,Combined,65+ Years,8394,2025-08-15
2025-04-19,COVID-19,All Ages,12718,2025-08-15
2025-04-19,COVID-19,00-01 Years,1366,2025-08-15
2025-04-19,COVID-19,02-04 Years,278,2025-08-15
2025-04-19,COVID-19,05-11 Years,336,2025-08-15
2025-04-19,COVID-19,12-17 Years,393,2025-08-15
2025-04-19,COVID-19,18-64 Years,5616,2025-08-15
2025-04-19,COVID-19,65+ Years,4729,2025-08-15
2025-04-19,Influenza,All Ages,18702,2025-08-15
2025-04-19,Influenza,00-01 Years,1185,2025-08-15
2025-04-19,Influenza,02-04 Years,1464,2025-08-15
2025-04-19,Influenza,05-11 Years,3874,2025-08-15
2025-04-19,Influenza,12-17 Years,1833,2025-08-15
2025-04-19,Influenza,18-64 Years,8147,2025-08-15
2025-04-19,Influenza,65+ Years,2199,2025-08-15
2025-04-19,RSV,All Ages,2778,2025-08-15
2025-04-19,RSV,00-01 Years,1110,2025-08-15
2025-04-19,RSV,02-04 Years,386,2025-08-15
2025-04-19,RSV,05-11 Years,119,2025-08-15
2025-04-19,RSV,12-17 Years,40,2025-08-15
2025-04-19,RSV,18-64 Years,503,2025-08-15
2025-04-19,RSV,65+ Years,620,2025-08-15
2025-04-19,Combined,All Ages,34198,2025-08-15
2025-04-19,Combined,00-01 Years,3661,2025-08-15
2025-04-19,Combined,02-04 Years,2128,2025-08-15
2025-04-19,Combined,05-11 Years,4329,2025-08-15
2025-04-19,Combined,12-17 Years,2266,2025-08-15
2025-04-19,Combined,18-64 Years,14266,2025-08-15
2025-04-19,Combined,65+ Years,7548,2025-08-15
2025-04-26,COVID-19,All Ages,12217,2025-08-15
2025-04-26,COVID-19,00-01 Years,1264,2025-08-15
2025-04-26,COVID-19,02-04 Years,235,2025-08-15
2025-04-26,COVID-19,05-11 Years,278,2025-08-15
2025-04-26,COVID-19,12-17 Years,310,2025-08-15
2025-04-26,COVID-19,18-64 Years,5428,2025-08-15
2025-04-26,COVID-19,65+ Years,4702,2025-08-15
2025-04-26,Influenza,All Ages,15634,2025-08-15
2025-04-26,Influenza,00-01 Years,1014,2025-08-15
2025-04-26,Influenza,02-04 Years,1234,2025-08-15
2025-04-26,Influenza,05-11 Years,2853,2025-08-15
2025-04-26,Influenza,12-17 Years,1510,2025-08-15
2025-04-26,Influenza,18-64 Years,7105,2025-08-15
2025-04-26,Influenza,65+ Years,1918,2025-08-15
2025-04-26,RSV,All Ages,2323,2025-08-15
2025-04-26,RSV,00-01 Years,950,2025-08-15
2025-04-26,RSV,02-04 Years,319,2025-08-15
2025-04-26,RSV,05-11 Years,111,2025-08-15
2025-04-26,RSV,12-17 Years,30,2025-08-15
2025-04-26,RSV,18-64 Years,387,2025-08-15
2025-04-26,RSV,65+ Years,526,2025-08-15
2025-04-26,Combined,All Ages,30174,2025-08-15
2025-04-26,Combined,00-01 Years,3228,2025-08-15
2025-04-26,Combined,02-04 Years,1788,2025-08-15
2025-04-26,Combined,05-11 Years,3242,2025-08-15
2025-04-26,Combined,12-17 Years,1850,2025-08-15
2025-04-26,Combined,18-64 Years,12920,2025-08-15
2025-04-26,Combined,65+ Years,7146,2025-08-15
2025-05-03,COVID-19,All Ages,10383,2025-08-15
2025-05-03,COVID-19,00-01 Years,1060,2025-08-15
2025-05-03,COVID-19,02-04 Years,204,2025-08-15
2025-05-03,COVID-19,05-11 Years,276,2025-08-15
2025-05-03,COVID-19,12-17 Years,280,2025-08-15
2025-05-03,COVID-19,18-64 Years,4695,2025-08-15
2025-05-03,COVID-19,65+ Years,3868,2025-08-15
2025-05-03,Influenza,All Ages,11755,2025-08-15
2025-05-03,Influenza,00-01 Years,760,2025-08-15
2025-05-03,Influenza,02-04 Years,924,2025-08-15
2025-05-03,Influenza,05-11 Years,2334,2025-08-15
2025-05-03,Influenza,12-17 Years,1044,2025-08-15
2025-05-03,Influenza,18-64 Years,5301,2025-08-15
2025-05-03,Influenza,65+ Years,1392,2025-08-15
2025-05-03,RSV,All Ages,1868,2025-08-15
2025-05-03,RSV,00-01 Years,758,2025-08-15
2025-05-03,RSV,02-04 Years,267,2025-08-15
2025-05-03,RSV,05-11 Years,91,2025-08-15
2025-05-03,RSV,12-17 Years,25,2025-08-15
2025-05-03,RSV,18-64 Years,325,2025-08-15
2025-05-03,RSV,65+ Years,402,2025-08-15
2025-05-03,Combined,All Ages,24006,2025-08-15
2025-05-03,Combined,00-01 Years,2578,2025-08-15
2025-05-03,Combined,02-04 Years,1395,2025-08-15
2025-05-03,Combined,05-11 Years,2701,2025-08-15
2025-05-03,Combined,12-17 Years,1349,2025-08-15
2025-05-03,Combined,18-64 Years,10321,2025-08-15
2025-05-03,Combined,65+ Years,5662,2025-08-15
2025-05-10,COVID-19,All Ages,9326,2025-08-15
2025-05-10,COVID-19,00-01 Years,916,2025-08-15
2025-05-10,COVID-19,02-04 Years,212,2025-08-15
2025-05-10,COVID-19,05-11 Years,241,2025-08-15
2025-05-10,COVID-19,12-17 Years,282,2025-08-15
2025-05-10,COVID-19,18-64 Years,4258,2025-08-15
2025-05-10,COVID-19,65+ Years,3417,2025-08-15
2025-05-10,Influenza,All Ages,9701,2025-08-15
2025-05-10,Influenza,00-01 Years,611,2025-08-15
2025-05-10,Influenza,02-04 Years,716,2025-08-15
2025-05-10,Influenza,05-11 Years,1948,2025-08-15
2025-05-10,Influenza,12-17 Years,1057,2025-08-15
2025-05-10,Influenza,18-64 Years,4247,2025-08-15
2025-05-10,Influenza,65+ Years,1122,2025-08-15
2025-05-10,RSV,All Ages,1346,2025-08-15
2025-05-10,RSV,00-01 Years,564,2025-08-15
2025-05-10,RSV,02-04 Years,201,2025-08-15
2025-05-10,RSV,05-11 Years,68,2025-08-15
2025-05-10,RSV,12-17 Years,18,2025-08-15
2025-05-10,RSV,18-64 Years,216,2025-08-15
2025-05-10,RSV,65+ Years,279,2025-08-15
2025-05-10,Combined,All Ages,20373,2025-08-15
2025-05-10,Combined,00-01 Years,2091,2025-08-15
2025-05-10,Combined,02-04 Years,1129,2025-08-15
2025-05-10,Combined,05-11 Years,2257,2025-08-15
2025-05-10,Combined,12-17 Years,1357,2025-08-15
2025-05-10,Combined,18-64 Years,8721,2025-08-15
2025-05-10,Combined,65+ Years,4818,2025-08-15
2025-05-17,COVID-19,All Ages,9295,2025-08-15
2025-05-17,COVID-19,00-01 Years,982,2025-08-15
2025-05-17,COVID-19,02-04 Years,202,2025-08-15
2025-05-17,COVID-19,05-11 Years,250,2025-08-15
2025-05-17,COVID-19,12-17 Years,274,2025-08-15
2025-05-17,COVID-19,18-64 Years,4241,2025-08-15
2025-05-17,COVID-19,65+ Years,3346,2025-08-15
2025-05-17,Influenza,All Ages,8786,2025-08-15
2025-05-17,Influenza,00-01 Years,565,2025-08-15
2025-05-17,Influenza,02-04 Years,671,2025-08-15
2025-05-17,Influenza,05-11 Years,1778,2025-08-15
2025-05-17,Influenza,12-17 Years,1042,2025-08-15
2025-05-17,Influenza,18-64 Years,3697,2025-08-15
2025-05-17,Influenza,65+ Years,1033,2025-08-15
2025-05-17,RSV,All Ages,1180,2025-08-15
2025-05-17,RSV,00-01 Years,493,2025-08-15
2025-05-17,RSV,02-04 Years,190,2025-08-15
2025-05-17,RSV,05-11 Years,66,2025-08-15
2025-05-17,RSV,12-17 Years,16,2025-08-15
2025-05-17,RSV,18-64 Years,197,2025-08-15
2025-05-17,RSV,65+ Years,218,2025-08-15
2025-05-17,Combined,All Ages,19261,2025-08-15
2025-05-17,Combined,00-01 Years,2040,2025-08-15
2025-05-17,Combined,02-04 Years,1063,2025-08-15
2025-05-17,Combined,05-11 Years,2094,2025-08-15
2025-05-17,Combined,12-17 Years,1332,2025-08-15
2025-05-17,Combined,18-64 Years,8135,2025-08-15
2025-05-17,Combined,65+ Years,4597,2025-08-15
2025-05-24,COVID-19,All Ages,8980,2025-08-15
2025-05-24,COVID-19,00-01 Years,919,2025-08-15
2025-05-24,COVID-19,02-04 Years,197,2025-08-15
2025-05-24,COVID-19,05-11 Years,250,2025-08-15
2025-05-24,COVID-19,12-17 Years,216,2025-08-15
2025-05-24,COVID-19,18-64 Years,4080,2025-08-15
2025-05-24,COVID-19,65+ Years,3318,2025-08-15
2025-05-24,Influenza,All Ages,7576,2025-08-15
2025-05-24,Influenza,00-01 Years,461,2025-08-15
2025-05-24,Influenza,02-04 Years,554,2025-08-15
2025-05-24,Influenza,05-11 Years,1632,2025-08-15
2025-05-24,Influenza,12-17 Years,813,2025-08-15
2025-05-24,Influenza,18-64 Years,3185,2025-08-15
2025-05-24,Influenza,65+ Years,931,2025-08-15
2025-05-24,RSV,All Ages,942,2025-08-15
2025-05-24,RSV,00-01 Years,433,2025-08-15
2025-05-24,RSV,02-04 Years,150,2025-08-15
2025-05-24,RSV,05-11 Years,49,2025-08-15
2025-05-24,RSV,12-17 Years,9,2025-08-15
2025-05-24,RSV,18-64 Years,134,2025-08-15
2025-05-24,RSV,65+ Years,167,2025-08-15
2025-05-24,Combined,All Ages,17498,2025-08-15
2025-05-24,Combined,00-01 Years,1813,2025-08-15
2025-05-24,Combined,02-04 Years,901,2025-08-15
2025-05-24,Combined,05-11 Years,1931,2025-08-15
2025-05-24,Combined,12-17 Years,1038,2025-08-15
2025-05-24,Combined,18-64 Years,7399,2025-08-15
2025-05-24,Combined,65+ Years,4416,2025-08-15
2025-05-31,COVID-19,All Ages,9699,2025-08-15
2025-05-31,COVID-19,00-01 Years,1034,2025-08-15
2025-05-31,COVID-19,02-04 Years,200,2025-08-15
2025-05-31,COVID-19,05-11 Years,207,2025-08-15
2025-05-31,COVID-19,12-17 Years,209,2025-08-15
2025-05-31,COVID-19,18-64 Years,4467,2025-08-15
2025-05-31,COVID-19,65+ Years,3582,2025-08-15
2025-05-31,Influenza,All Ages,7356,2025-08-15
2025-05-31,Influenza,00-01 Years,474,2025-08-15
2025-05-31,Influenza,02-04 Years,599,2025-08-15
2025-05-31,Influenza,05-11 Years,1297,2025-08-15
2025-05-31,Influenza,12-17 Years,701,2025-08-15
2025-05-31,Influenza,18-64 Years,3268,2025-08-15
2025-05-31,Influenza,65+ Years,1017,2025-08-15
2025-05-31,RSV,All Ages,862,2025-08-15
2025-05-31,RSV,00-01 Years,402,2025-08-15
2025-05-31,RSV,02-04 Years,145,2025-08-15
2025-05-31,RSV,05-11 Years,35,2025-08-15
2025-05-31,RSV,12-17 Years,8,2025-08-15
2025-05-31,RSV,18-64 Years,124,2025-08-15
2025-05-31,RSV,65+ Years,148,2025-08-15
2025-05-31,Combined,All Ages,17917,2025-08-15
2025-05-31,Combined,00-01 Years,1910,2025-08-15
2025-05-31,Combined,02-04 Years,944,2025-08-15
2025-05-31,Combined,05-11 Years,1539,2025-08-15
2025-05-31,Combined,12-17 Years,918,2025-08-15
2025-05-31,Combined,18-64 Years,7859,2025-08-15
2025-05-31,Combined,65+ Years,4747,2025-08-15
2025-06-07,COVID-19,All Ages,9618,2025-08-15
2025-06-07,COVID-19,00-01 Years,985,2025-08-15
2025-06-07,COVID-19,02-04 Years,183,2025-08-15
2025-06-07,COVID-19,05-11 Years,156,2025-08-15
2025-06-07,COVID-19,12-17 Years,191,2025-08-15
2025-06-07,COVID-19,18-64 Years,4651,2025-08-15
2025-06-07,COVID-19,65+ Years,3452,2025-08-15
2025-06-07,Influenza,All Ages,5864,2025-08-15
2025-06-07,Influenza,00-01 Years,383,2025-08-15
2025-06-07,Influenza,02-04 Years,431,2025-08-15
2025-06-07,Influenza,05-11 Years,809,2025-08-15
2025-06-07,Influenza,12-17 Years,425,2025-08-15
2025-06-07,Influenza,18-64 Years,2870,2025-08-15
2025-06-07,Influenza,65+ Years,946,2025-08-15
2025-06-07,RSV,All Ages,700,2025-08-15
2025-06-07,RSV,00-01 Years,356,2025-08-15
2025-06-07,RSV,02-04 Years,103,2025-08-15
2025-06-07,RSV,05-11 Years,25,2025-08-15
2025-06-07,RSV,12-17 Years,3,2025-08-15
2025-06-07,RSV,18-64 Years,90,2025-08-15
2025-06-07,RSV,65+ Years,123,2025-08-15
2025-06-07,Combined,All Ages,16182,2025-08-15
2025-06-07,Combined,00-01 Years,1724,2025-08-15
2025-06-07,Combined,02-04 Years,717,2025-08-15
2025-06-07,Combined,05-11 Years,990,2025-08-15
2025-06-07,Combined,12-17 Years,619,2025-08-15
2025-06-07,Combined,18-64 Years,7611,2025-08-15
2025-06-07,Combined,65+ Years,4521,2025-08-15
2025-06-14,COVID-19,All Ages,9221,2025-08-15
2025-06-14,COVID-19,00-01 Years,1046,2025-08-15
2025-06-14,COVID-19,02-04 Years,207,2025-08-15
2025-06-14,COVID-19,05-11 Years,160,2025-08-15
2025-06-14,COVID-19,12-17 Years,155,2025-08-15
2025-06-14,COVID-19,18-64 Years,4463,2025-08-15
2025-06-14,COVID-19,65+ Years,3190,2025-08-15
2025-06-14,Influenza,All Ages,4890,2025-08-15
2025-06-14,Influenza,00-01 Years,315,2025-08-15
2025-06-14,Influenza,02-04 Years,344,2025-08-15
2025-06-14,Influenza,05-11 Years,590,2025-08-15
2025-06-14,Influenza,12-17 Years,321,2025-08-15
2025-06-14,Influenza,18-64 Years,2409,2025-08-15
2025-06-14,Influenza,65+ Years,911,2025-08-15
2025-06-14,RSV,All Ages,570,2025-08-15
2025-06-14,RSV,00-01 Years,275,2025-08-15
2025-06-14,RSV,02-04 Years,88,2025-08-15
2025-06-14,RSV,05-11 Years,14,2025-08-15
2025-06-14,RSV,12-17 Years,12,2025-08-15
2025-06-14,RSV,18-64 Years,91,2025-08-15
2025-06-14,RSV,65+ Years,90,2025-08-15
2025-06-14,Combined,All Ages,14681,2025-08-15
2025-06-14,Combined,00-01 Years,1636,2025-08-15
2025-06-14,Combined,02-04 Years,639,2025-08-15
2025-06-14,Combined,05-11 Years,764,2025-08-15
2025-06-14,Combined,12-17 Years,488,2025-08-15
2025-06-14,Combined,18-64 Years,6963,2025-08-15
2025-06-14,Combined,65+ Years,4191,2025-08-15
2025-06-21,COVID-19,All Ages,9917,2025-08-15
2025-06-21,COVID-19,00-01 Years,1112,2025-08-15
2025-06-21,COVID-19,02-04 Years,224,2025-08-15
2025-06-21,COVID-19,05-11 Years,169,2025-08-15
2025-06-21,COVID-19,12-17 Years,168,2025-08-15
2025-06-21,COVID-19,18-64 Years,4757,2025-08-15
2025-06-21,COVID-19,65+ Years,3487,2025-08-15
2025-06-21,Influenza,All Ages,4110,2025-08-15
2025-06-21,Influenza,00-01 Years,284,2025-08-15
2025-06-21,Influenza,02-04 Years,290,2025-08-15
2025-06-21,Influenza,05-11 Years,452,2025-08-15
2025-06-21,Influenza,12-17 Years,251,2025-08-15
2025-06-21,Influenza,18-64 Years,1995,2025-08-15
2025-06-21,Influenza,65+ Years,838,2025-08-15
2025-06-21,RSV,All Ages,511,2025-08-15
2025-06-21,RSV,00-01 Years,255,2025-08-15
2025-06-21,RSV,02-04 Years,76,2025-08-15
2025-06-21,RSV,05-11 Years,13,2025-08-15
2025-06-21,RSV,12-17 Years,11,2025-08-15
2025-06-21,RSV,18-64 Years,78,2025-08-15
2025-06-21,RSV,65+ Years,78,2025-08-15
2025-06-21,Combined,All Ages,14538,2025-08-15
2025-06-21,Combined,00-01 Years,1651,2025-08-15
2025-06-21,Combined,02-04 Years,590,2025-08-15
2025-06-21,Combined,05-11 Years,634,2025-08-15
2025-06-21,Combined,12-17 Years,430,2025-08-15
2025-06-21,Combined,18-64 Years,6830,2025-08-15
2025-06-21,Combined,65+ Years,4403,2025-08-15
2025-06-28,COVID-19,All Ages,10989,2025-08-15
2025-06-28,COVID-19,00-01 Years,1254,2025-08-15
2025-06-28,COVID-19,02-04 Years,229,2025-08-15
2025-06-28,COVID-19,05-11 Years,218,2025-08-15
2025-06-28,COVID-19,12-17 Years,191,2025-08-15
2025-06-28,COVID-19,18-64 Years,5432,2025-08-15
2025-06-28,COVID-19,65+ Years,3665,2025-08-15
2025-06-28,Influenza,All Ages,3706,2025-08-15
2025-06-28,Influenza,00-01 Years,269,2025-08-15
2025-06-28,Influenza,02-04 Years,273,2025-08-15
2025-06-28,Influenza,05-11 Years,380,2025-08-15
2025-06-28,Influenza,12-17 Years,238,2025-08-15
2025-06-28,Influenza,18-64 Years,1825,2025-08-15
2025-06-28,Influenza,65+ Years,721,2025-08-15
2025-06-28,RSV,All Ages,457,2025-08-15
2025-06-28,RSV,00-01 Years,234,2025-08-15
2025-06-28,RSV,02-04 Years,72,2025-08-15
2025-06-28,RSV,05-11 Years,7,2025-08-15
2025-06-28,RSV,12-17 Years,6,2025-08-15
2025-06-28,RSV,18-64 Years,70,2025-08-15
2025-06-28,RSV,65+ Years,68,2025-08-15
2025-06-28,Combined,All Ages,15152,2025-08-15
2025-06-28,Combined,00-01 Years,1757,2025-08-15
2025-06-28,Combined,02-04 Years,574,2025-08-15
2025-06-28,Combined,05-11 Years,605,2025-08-15
2025-06-28,Combined,12-17 Years,435,2025-08-15
2025-06-28,Combined,18-64 Years,7327,2025-08-15
2025-06-28,Combined,65+ Years,4454,2025-08-15
2025-07-05,COVID-19,All Ages,11943,2025-08-15
2025-07-05,COVID-19,00-01 Years,1511,2025-08-15
2025-07-05,COVID-19,02-04 Years,285,2025-08-15
2025-07-05,COVID-19,05-11 Years,265,2025-08-15
2025-07-05,COVID-19,12-17 Years,233,2025-08-15
2025-07-05,COVID-19,18-64 Years,5537,2025-08-15
2025-07-05,COVID-19,65+ Years,4112,2025-08-15
2025-07-05,Influenza,All Ages,3264,2025-08-15
2025-07-05,Influenza,00-01 Years,237,2025-08-15
2025-07-05,Influenza,02-04 Years,244,2025-08-15
2025-07-05,Influenza,05-11 Years,313,2025-08-15
2025-07-05,Influenza,12-17 Years,161,2025-08-15
2025-07-05,Influenza,18-64 Years,1616,2025-08-15
2025-07-05,Influenza,65+ Years,693,2025-08-15
2025-07-05,RSV,All Ages,443,2025-08-15
2025-07-05,RSV,00-01 Years,212,2025-08-15
2025-07-05,RSV,02-04 Years,83,2025-08-15
2025-07-05,RSV,05-11 Years,6,2025-08-15
2025-07-05,RSV,12-17 Years,6,2025-08-15
2025-07-05,RSV,18-64 Years,60,2025-08-15
2025-07-05,RSV,65+ Years,76,2025-08-15
2025-07-05,Combined,All Ages,15650,2025-08-15
2025-07-05,Combined,00-01 Years,1960,2025-08-15
2025-07-05,Combined,02-04 Years,612,2025-08-15
2025-07-05,Combined,05-11 Years,584,2025-08-15
2025-07-05,Combined,12-17 Years,400,2025-08-15
2025-07-05,Combined,18-64 Years,7213,2025-08-15
2025-07-05,Combined,65+ Years,4881,2025-08-15
2025-07-12,COVID-19,All Ages,14287,2025-08-15
2025-07-12,COVID-19,00-01 Years,1777,2025-08-15
2025-07-12,COVID-19,02-04 Years,361,2025-08-15
2025-07-12,COVID-19,05-11 Years,325,2025-08-15
2025-07-12,COVID-19,12-17 Years,295,2025-08-15
2025-07-12,COVID-19,18-64 Years,7137,2025-08-15
2025-07-12,COVID-19,65+ Years,4392,2025-08-15
2025-07-12,Influenza,All Ages,2741,2025-08-15
2025-07-12,Influenza,00-01 Years,221,2025-08-15
2025-07-12,Influenza,02-04 Years,194,2025-08-15
2025-07-12,Influenza,05-11 Years,235,2025-08-15
2025-07-12,Influenza,12-17 Years,156,2025-08-15
2025-07-12,Influenza,18-64 Years,1362,2025-08-15
2025-07-12,Influenza,65+ Years,573,2025-08-15
2025-07-12,RSV,All Ages,396,2025-08-15
2025-07-12,RSV,00-01 Years,200,2025-08-15
2025-07-12,RSV,02-04 Years,60,2025-08-15
2025-07-12,RSV,05-11 Years,11,2025-08-15
2025-07-12,RSV,12-17 Years,4,2025-08-15
2025-07-12,RSV,18-64 Years,62,2025-08-15
2025-07-12,RSV,65+ Years,59,2025-08-15
2025-07-12,Combined,All Ages,17424,2025-08-15
2025-07-12,Combined,00-01 Years,2198,2025-08-15
2025-07-12,Combined,02-04 Years,615,2025-08-15
2025-07-12,Combined,05-11 Years,571,2025-08-15
2025-07-12,Combined,12-17 Years,455,2025-08-15
2025-07-12,Combined,18-64 Years,8561,2025-08-15
2025-07-12,Combined,65+ Years,5024,2025-08-15
2025-07-19,COVID-19,All Ages,16042,2025-08-15
2025-07-19,COVID-19,00-01 Years,2054,2025-08-15
2025-07-19,COVID-19,02-04 Years,401,2025-08-15
2025-07-19,COVID-19,05-11 Years,431,2025-08-15
2025-07-19,COVID-19,12-17 Years,378,2025-08-15
2025-07-19,COVID-19,18-64 Years,8033,2025-08-15
2025-07-19,COVID-19,65+ Years,4745,2025-08-15
2025-07-19,Influenza,All Ages,2544,2025-08-15
2025-07-19,Influenza,00-01 Years,190,2025-08-15
2025-07-19,Influenza,02-04 Years,162,2025-08-15
2025-07-19,Influenza,05-11 Years,184,2025-08-15
2025-07-19,Influenza,12-17 Years,120,2025-08-15
2025-07-19,Influenza,18-64 Years,1280,2025-08-15
2025-07-19,Influenza,65+ Years,608,2025-08-15
2025-07-19,RSV,All Ages,427,2025-08-15
2025-07-19,RSV,00-01 Years,208,2025-08-15
2025-07-19,RSV,02-04 Years,79,2025-08-15
2025-07-19,RSV,05-11 Years,12,2025-08-15
2025-07-19,RSV,12-17 Years,1,2025-08-15
2025-07-19,RSV,18-64 Years,74,2025-08-15
2025-07-19,RSV,65+ Years,53,2025-08-15
2025-07-19,Combined,All Ages,19013,2025-08-15
2025-07-19,Combined,00-01 Years,2452,2025-08-15
2025-07-19,Combined,02-04 Years,642,2025-08-15
2025-07-19,Combined,05-11 Years,627,2025-08-15
2025-07-19,Combined,12-17 Years,499,2025-08-15
2025-07-19,Combined,18-64 Years,9387,2025-08-15
2025-07-19,Combined,65+ Years,5406,2025-08-15
2025-07-26,COVID-19,All Ages,19225,2025-08-15
2025-07-26,COVID-19,00-01 Years,2545,2025-08-15
2025-07-26,COVID-19,02-04 Years,535,2025-08-15
2025-07-26,COVID-19,05-11 Years,604,2025-08-15
2025-07-26,COVID-19,12-17 Years,484,2025-08-15
2025-07-26,COVID-19,18-64 Years,9577,2025-08-15
2025-07-26,COVID-19,65+ Years,5480,2025-08-15
2025-07-26,Influenza,All Ages,2475,2025-08-15
2025-07-26,Influenza,00-01 Years,190,2025-08-15
2025-07-26,Influenza,02-04 Years,151,2025-08-15
2025-07-26,Influenza,05-11 Years,203,2025-08-15
2025-07-26,Influenza,12-17 Years,103,2025-08-15
2025-07-26,Influenza,18-64 Years,1303,2025-08-15
2025-07-26,Influenza,65+ Years,525,2025-08-15
2025-07-26,RSV,All Ages,427,2025-08-15
2025-07-26,RSV,00-01 Years,217,2025-08-15
2025-07-26,RSV,02-04 Years,67,2025-08-15
2025-07-26,RSV,05-11 Years,18,2025-08-15
2025-07-26,RSV,12-17 Years,3,2025-08-15
2025-07-26,RSV,18-64 Years,64,2025-08-15
2025-07-26,RSV,65+ Years,58,2025-08-15
2025-07-26,Combined,All Ages,22127,2025-08-15
2025-07-26,Combined,00-01 Years,2952,2025-08-15
2025-07-26,Combined,02-04 Years,753,2025-08-15
2025-07-26,Combined,05-11 Years,825,2025-08-15
2025-07-26,Combined,12-17 Years,590,2025-08-15
2025-07-26,Combined,18-64 Years,10944,2025-08-15
2025-07-26,Combined,65+ Years,6063,2025-08-15
2025-08-02,COVID-19,All Ages,23344,2025-08-15
2025-08-02,COVID-19,00-01 Years,3283,2025-08-15
2025-08-02,COVID-19,02-04 Years,687,2025-08-15
2025-08-02,COVID-19,05-11 Years,714,2025-08-15
2025-08-02,COVID-19,12-17 Years,593,2025-08-15
2025-08-02,COVID-19,18-64 Years,11582,2025-08-15
2025-08-02,COVID-19,65+ Years,6485,2025-08-15
2025-08-02,Influenza,All Ages,2392,2025-08-15
2025-08-02,Influenza,00-01 Years,168,2025-08-15
2025-08-02,Influenza,02-04 Years,169,2025-08-15
2025-08-02,Influenza,05-11 Years,155,2025-08-15
2025-08-02,Influenza,12-17 Years,104,2025-08-15
2025-08-02,Influenza,18-64 Years,1273,2025-08-15
2025-08-02,Influenza,65+ Years,523,2025-08-15
2025-08-02,RSV,All Ages,423,2025-08-15
2025-08-02,RSV,00-01 Years,245,2025-08-15
2025-08-02,RSV,02-04 Years,68,2025-08-15
2025-08-02,RSV,05-11 Years,17,2025-08-15
2025-08-02,RSV,12-17 Years,2,2025-08-15
2025-08-02,RSV,18-64 Years,51,2025-08-15
2025-08-02,RSV,65+ Years,40,2025-08-15
2025-08-02,Combined,All Ages,26159,2025-08-15
2025-08-02,Combined,00-01 Years,3696,2025-08-15
2025-08-02,Combined,02-04 Years,924,2025-08-15
2025-08-02,Combined,05-11 Years,886,2025-08-15
2025-08-02,Combined,12-17 Years,699,2025-08-15
2025-08-02,Combined,18-64 Years,12906,2025-08-15
2025-08-02,Combined,65+ Years,7048,2025-08-15
